,name,category,project,guest,bedroom,bathroom,price,discounted,normal price,province,state,country
190,"Style,Cozy,Nice House 3BR in super central",Entire House,None,10,3,3,35,0,Invalid,Thanh Khê,Đà Nẵng,Vietnam
191,Lula ★Vintage Studio★ Perfect Getaway | Saigon Central,Condominium,None,2,1,1,20,1,28,Quận 1,Hồ Chí Minh,Vietnam
192,Flame flowers homestay_Double with Balcony 01,Other,None,2,1,1,13,1,19,Hội An,Quảng Nam,Vietnam
193,CozyNook 2 Stunning Apartments in heart of Dalat,Studio Apartment,None,4,1,1,20,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
194,The Green Mango Villa,Villa,None,20,5,6,174,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
195,Villa Viet Home 1,Villa,None,30,6,6,148,1,174,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
196,Westlake Lotus - Superior Double room,Studio Apartment,None,2,1,1,15,0,Invalid,Tây Hồ,Hà Nội,Vietnam
197,Family Room with Separate Rooms,Service Apartment,None,6,2,2,28,1,35,Hải Châu,Đà Nẵng,Vietnam
198,Lim Orange-tiny apartment-1 bedroom-Phu My Hung Urban,Service Apartment,Mỹ Quang,3,1,1,39,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
199,Sân Mây Homestay*beautiful view*outdoor bbq area,Villa,None,3,1,1,21,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
200,"Bungalow lãng mạn cho cặp đôi với vườn riêng, 3 phút ra biển An Bàng",Studio Apartment,None,3,1,1,30,0,Invalid,Hội An,Quảng Nam,Vietnam
201,"Spacious/cozy/comfy room, centre Hoan Kiem- R101",Entire House,None,2,1,1,15,1,20,Hoàn Kiếm,Hà Nội,Vietnam
202,"Pleasant home upto 7 people, Hoi An, Vietnam",Villa,None,7,3,3,83,0,Invalid,Hội An,Quảng Nam,Vietnam
203,LUCKY STUDIO APARTMENT (including Breakfast),Service Apartment,None,3,1,1,28,1,35,Hải Châu,Đà Nẵng,Vietnam
204,Amia Cosiana - Standard ,Entire House,None,3,1,1,13,1,22,Đà Lạt,Lâm Đồng,Vietnam
205,Universe Nguyen Kiem Apartment,Studio Apartment,None,2,1,1,11,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
206,"VTX - Biệt thự hồ bơi Vũng Tàu view núi, Phòng Karaoke hiện đại",Villa,None,25,5,4,186,1,196,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
207,"Luxury Duplex (2 tầng) 260m2 ** 3 br + extra bed for 10 pax. Free gửi xe ô tô, Lễ tân 24/7",Service Apartment,None,10,3,3,46,1,65,Hoàn Kiếm,Hà Nội,Vietnam
208,Tinghouse studio 5,Studio Apartment,None,4,1,1,20,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
209,Cozrum Homes - Beautifully Designed 1BR @BenThanh,Service Apartment,None,2,1,1,19,1,26,Quận 1,Hồ Chí Minh,Vietnam
210,Minh Hưng Apartment - Premier,Service Apartment,Halla Jade Residences,2,1,1,20,1,37,Hải Châu,Đà Nẵng,Vietnam
211,AN BANG SEA ADVENTURE HOMESTAY,Other,None,2,1,1,23,0,Invalid,Hội An,Quảng Nam,Vietnam
212,Litus - Villa Sân Vườn Nghỉ Dưỡng,Other,None,10,2,2,65,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
213,Studio - Vinhomes green Bay in Ha Noi,Condominium,None,3,1,1,30,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
214,House No.54 - 54 Tô Hiến Thành - Ward 3,Service Apartment,None,4,1,1,19,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
215,The Bloom Serviced Apartment ❀ Deluxe Studio ❀ サービスアパート,Service Apartment,None,2,1,1,48,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
216,SIT.homestay - No 01,Entire House,None,3,1,1,20,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
217,WINDBELL VILLA / Garden view room 1 - Cho Thuê 14 Ngày,Villa,None,3,1,1,22,1,50,Hội An,Quảng Nam,Vietnam
218,LUXURY ROOM  - Couple Only,None,None,2,1,1,39,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
219,"BlaBla Orange 04 - Phòng giường đôi, sàn gỗ, bếp chung, 1km tới biển",Other,None,4,1,2,10,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
220,Herla Lexington Residence Luxury Apartment 2304,Other,None,6,3,2,49,1,70,Quận 2,Hồ Chí Minh,Vietnam
221,Lan Anh Fluffy,None,None,6,1,1,22,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
222,Kaka Housing #3 - 2 Bedroom Apt Vinhomes Metropolis,Service Apartment,None,5,2,2,72,0,Invalid,Ba Đình,Hà Nội,Vietnam
223,PANORAMA Sea View 75m² APT(32nd)➖1min→MY KHE Beach,Condominium,None,7,2,2,55,1,69,Ngũ Hành Sơn,Đà Nẵng,Vietnam
224,Deluxe Room/ ABA Travel Villa Hoi An with Pool,Villa,None,2,1,1,20,0,Invalid,Hội An,Quảng Nam,Vietnam
225,Osakyo House Dalat,Other,None,3,1,1,17,1,22,Đà Lạt,Lâm Đồng,Vietnam
226,Penthouse/ Beach Front * FREE pool,Condominium,None,10,2,3,152,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
227,Homestay Nhật Bản 日本 - Linh Lang,Other,None,3,1,1,17,1,21,Ba Đình,Hà Nội,Vietnam
228,Superior Double/Twin Room with Balcony & Pool View,None,None,2,1,2,35,1,43,Hội An,Quảng Nam,Vietnam
229, Apartment for rent in Phu My Hung district 7 (Super HOT),Service Apartment,None,3,1,1,24,0,Invalid,Quận 7,Hồ Chí Minh,Vietnam
230,S. CAMELLIA 2 _ Managed by SONG CAT HOME,Studio Apartment,None,6,2,2,41,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
231,411 - Tầng 1 trong nhà nhỏ xinh xắn cho 4 khách gần chợ Đà Lạt,Other,None,6,1,1,15,1,22,Đà Lạt,Lâm Đồng,Vietnam
232,Your Awesome Home w/ Flight view from Big Balcony,Condominium,None,7,2,2,52,1,65,Phú Nhuận,Hồ Chí Minh,Vietnam
233,Cat's Home,Other,None,3,1,1,15,0,Invalid,Hội An,Quảng Nam,Vietnam
234,[608]Full Seaview Apt * Free Swimming Pool & BeachFront,Condominium,None,10,2,2,87,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
235,Sincero Hotel & Apartement,Service Apartment,None,4,2,2,41,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
236,✩LUXURYAPARTMENT✩Cityview@Metropolis@Hanoi@vinhome@2BR,Service Apartment,None,10,2,2,78,0,Invalid,Ba Đình,Hà Nội,Vietnam
237,HOMEHUB Ocean Park,Studio Apartment,None,5,1,1,22,0,Invalid,Gia Lâm,Hà Nội,Vietnam
238,"| TITAN | Melody Vung tau, Luxury homestay",Condominium,Vũng Tàu Melody,10,2,2,22,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
239,Chill House with garden view and fresh air,Other,None,2,1,1,20,1,22,Bảo Lộc,Lâm Đồng,Vietnam
240,MT2414 Luxury 2bedroom Apartment With Ocean View,Condominium,None,6,2,2,39,1,43,Ngũ Hành Sơn,Đà Nẵng,Vietnam
241,The Town - Dorm 3 giường đơn - 1 đôi,Entire House,None,5,1,2,22,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
242,HCMC Budget Cozy Studio 5' to Bui Vien 4,Entire House,None,2,1,1,25,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
243,*BOM HOMESTAY* VINHOMES TIMES CITY- 2BR- PARK HILL,Service Apartment,None,5,2,2,52,0,Invalid,Hai Bà Trưng,Hà Nội,Vietnam
244,The Avis Apartment - Deluxe Attic Double 2,Service Apartment,None,2,1,1,17,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
245,Deluxe Double/twin with Balcony & Pool View,None,None,2,1,1,48,0,Invalid,Hội An,Quảng Nam,Vietnam
246,MyHouse - Apartment Sea View,Condominium,None,6,2,2,43,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
247,Cozy studio The hope 206 center dist 1 near Bui Vien street,Studio Apartment,None,4,1,1,18,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
248,Mai home's: Studio Apt / Đầy đủ tiện nghi / Hoàn Kiếm #106,Studio Apartment,None,2,1,1,15,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
249,Wooden Eco House,Studio Apartment,None,4,1,1,22,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
250,Mường Thanh Luxury Apartment with Ocean View,Condominium,None,5,2,2,31,1,47,Ngũ Hành Sơn,Đà Nẵng,Vietnam
251,Luxury Sea View Apartment,Condominium,None,15,3,3,60,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
252,Studio with Private Balcony,Other,None,4,1,1,27,1,28,Hội An,Quảng Nam,Vietnam
253,Sword Lake 2 min walk❤️2 QueenBeds+Balcony Bathtub,Other,None,4,1,2,17,1,22,Hoàn Kiếm,Hà Nội,Vietnam
254,Myjoly Home Muong Thanh Luxury Apartment,Service Apartment,None,6,2,2,35,1,50,Ngũ Hành Sơn,Đà Nẵng,Vietnam
255,Joyz House - joy1 - Studio bedroom private garden view,Studio Apartment,None,3,1,1,24,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
256,Vy’s Homestay Melody Vũng Tàu,Condominium,Vũng Tàu Melody,10,2,2,28,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
257,NAVhome,Entire House,None,2,1,1,17,0,Invalid,Quận 3,Hồ Chí Minh,Vietnam
258,Babylon Villa - Deluxe Family room with balcony,Villa,None,4,1,1,48,0,Invalid,Hội An,Quảng Nam,Vietnam
259,CASAMIA VINHOMES GREENBAY HANOI,Other,None,2,1,1,21,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
260,PARAGON GOLDEN CENTRE Serviced Apartment,Service Apartment,None,3,1,1,19,1,24,Quận 1,Hồ Chí Minh,Vietnam
261,Pink Deluxe Balcony with Stunning Vally View,Other,None,2,1,1,21,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
262,Palm HomeStay Rooftop With Amazing SeaView,Condominium,None,12,2,2,57,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
263,"★SAN HOUSE C★Dragon Bridge View, Free Airport Pickup",Service Apartment,None,6,2,2,50,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
264,An Bang Villa du Bateau,Villa,None,4,2,2,87,0,Invalid,Hội An,Quảng Nam,Vietnam
265,GiaHa Đà Lạt - Phòng có View siêu thực 185 độ hướng núi đồi,Service Apartment,None,3,1,1,31,1,35,Đà Lạt,Lâm Đồng,Vietnam
266,Laverne Hotel ,Other,None,3,1,1,16,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
267,Chill Villa Vung Tau - Villa 5PN with Pool and Garden - 500m from the beach,Villa,None,25,5,4,137,1,152,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
268,Ocean View Home 3034,Condominium,None,6,2,2,52,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
269,Santori Homestay Hội An,Villa,None,20,6,7,217,1,435,Hội An,Quảng Nam,Vietnam
270,Villa Pine Forest - Triple Room,Villa,None,6,1,1,37,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
271,next to Landmark 81,Service Apartment,None,5,2,2,48,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
272,✨Byn's Home #9 Two BR Apt / City view / Vinhomes Metropolis 5★,None,None,5,2,2,65,1,76,Ba Đình,Hà Nội,Vietnam
273,Viet Home X,Villa,None,25,5,4,163,1,191,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
274,Family Suite - Hoi An Reverie Villas,Villa,None,5,1,1,43,0,Invalid,Hội An,Quảng Nam,Vietnam
275,Daisy 12a- Lovely 2 bedrooms,Condominium,None,6,2,2,39,1,52,Ngũ Hành Sơn,Đà Nẵng,Vietnam
276,Viva's House 24 @VinhomesGreenBay @1brHanoi,Studio Apartment,None,2,1,1,22,0,Invalid,Nam Từ Liêm,Hà Nội,Vietnam
277,Lin Apartment & Homestay Dalat,Service Apartment,None,6,2,1,33,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
278,Phòng đôi view hồ bơi 2_ La Mer homestay ,Other,None,2,1,1,22,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
279,"Family  room with rate without fee, natural light.",Service Apartment,None,4,2,1,27,1,30,Quận 12,Hồ Chí Minh,Vietnam
280,Mimi House,Studio Apartment,None,2,1,1,30,0,Invalid,Hội An,Quảng Nam,Vietnam
281,"URI HOUSE 3, 2BRs for 5, AIRPORT TRANSFER, HANRIVER",Condominium,None,6,2,2,52,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
282,Minh Tran Apartment and Hotel 301,Service Apartment,None,6,2,2,49,1,61,Hải Châu,Đà Nẵng,Vietnam
283,Ba An Apartment Đà Lạt,Condominium,None,5,2,2,35,1,43,Đà Lạt,Lâm Đồng,Vietnam
284,D's Alley Private Eco Homestay Luxury Room 1,Other,None,2,1,1,11,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
285,MAPLE GARDEN,Service Apartment,None,3,1,1,37,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
286,Hoi An Wooden Villa,Villa,None,20,4,5,139,0,Invalid,Hội An,Quảng Nam,Vietnam
287,Thuan House,Other,None,15,3,3,61,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
288,Mây homestay Vũng Tàu,Service Apartment,Vũng Tàu Melody,10,2,2,22,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
289,Cozrum Homes- Charming Loft w Balcony @BenThanh D1,Studio Apartment,None,2,1,1,19,1,26,Quận 1,Hồ Chí Minh,Vietnam
290,Hanoi ? Japanese style house ? 01BR/01,Service Apartment,None,2,1,1,23,0,Invalid,Ba Đình,Hà Nội,Vietnam
291,Beachside Studio Apartment - 1,Studio Apartment,None,4,1,1,39,1,65,Sơn Trà,Đà Nẵng,Vietnam
292,"JOLIE HOUSE - QUADRUPLE ROOM - SPACIOUS, AIRY with GARDEN VIEW",Villa,None,5,1,2,41,1,43,Đà Lạt,Lâm Đồng,Vietnam
293,XOÀI XANH - CĂN HỘ MINI,None,None,6,1,1,26,1,30,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
294,Connecting two Bedroom with Balcony,Other,None,5,2,2,46,0,Invalid,Hội An,Quảng Nam,Vietnam
295,Mountain Dreamer's House - Nhà gỗ độc đáo - 2p tới hồ Gươm,Other,None,7,3,2,37,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
296,Printemps - Family Apartment by Saison de Dalat,Service Apartment,None,4,1,1,45,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
297,TROPICAL HOUSE*AMAZING BLUE 2BR APT*PANORAMIC VIEW - High View - 7R3,Service Apartment,None,6,2,1,38,1,69,Sơn Trà,Đà Nẵng,Vietnam
298,[3BRs] NEW & BEAUTIFUL VILLA in Vung Tau by beach,Villa,Oceanami Luxury Homes & Resort,8,3,3,152,0,Invalid,Đất Đỏ,Bà Rịa Vũng Tàu,Vietnam
299,GOOD VALUE 2 BEDROOMS APARTMENT @VINHOMES CENTRAL PARK,Condominium,None,5,2,2,60,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
300,Chieu Ha Village,Villa,None,2,1,1,40,0,Invalid,Hội An,Quảng Nam,Vietnam
301,INDOCHINE TOWNHOUSE,Villa,None,8,3,4,69,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
302,Hoan Kiem Lake View,Other,None,3,1,1,30,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
303,Oceanami Villas SH 2,Villa,Oceanami Luxury Homes & Resort,12,3,3,152,0,Invalid,Đất Đỏ,Bà Rịa Vũng Tàu,Vietnam
304,Bungalow Đồi Gió Hú ( Mây) - View Hill in Center of DaLat,Studio Apartment,None,6,1,1,36,1,45,Đà Lạt,Lâm Đồng,Vietnam
305,Sky Home - Cozy Studio With POOL View,Studio Apartment,None,1,1,1,28,0,Invalid,Tân Bình,Hồ Chí Minh,Vietnam
306,The Chill - Căn Hộ 2 Phòng Ngủ Deluxe Studio King Room đến Phố Tây 2 phút,Entire House,None,6,2,2,37,0,Invalid,Huế,Thừa Thiên Huế,Vietnam
307,Daisy Anbang Villa - Deluxe Pool View,Villa,None,4,1,1,57,0,Invalid,Hội An,Quảng Nam,Vietnam
308,Căn hộ tầng ba,Condominium,None,6,2,1,48,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
309,BAYHOMES MƯỜNG THANH ĐÀ NẴNG 2BR CITY VIEW,Condominium,None,6,2,2,83,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
310,Căn Hộ 2 Phòng Ngủ - View Bitexco - Phòng Gym Hồ Bơi - Rivergate,Condominium,None,5,2,2,58,0,Invalid,Quận 4,Hồ Chí Minh,Vietnam
311,White Sail-3BR w/ Pool & Bfast-5m to An Bang Beach,Villa,None,10,3,3,160,0,Invalid,Hội An,Quảng Nam,Vietnam
312,Cát Tường Pool Villa,Villa,None,30,5,4,130,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
313,Maison De Camille Boutique Hotel - Art Room,None,None,4,1,1,39,0,Invalid,Bình Thạnh,Hồ Chí Minh,Vietnam
314,Ngõ Nhỏ Homestay,Entire House,None,6,1,1,13,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
315,Zebra Room,Studio Apartment,None,4,1,1,48,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
316,Regal Lakeside House Danang,Villa,Lakeside Palace,8,3,4,105,1,117,Liên Chiểu,Đà Nẵng,Vietnam
317,Deluxe Double Sols Villa Hoi An,Villa,None,3,1,1,13,0,Invalid,Hội An,Quảng Nam,Vietnam
318,AimeeHomestay#4 - Phan Bội Châu / Self check-in,Studio Apartment,None,2,1,1,14,1,15,Hoàn Kiếm,Hà Nội,Vietnam
319,Sunny Hill Đà Lạt - Dorm wooden house - 9 beds - Hill and valley view,Entire House,None,12,1,2,59,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
320,San's Home [Sharing home],Condominium,Nam Trung Yên,2,1,1,13,0,Invalid,Cầu Giấy,Hà Nội,Vietnam
321,Chillin House,Service Apartment,Vũng Tàu Melody,12,3,2,47,1,58,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
322,MLibrary Pentstudio Apartment West Lake with Panorama View,None,None,6,1,1,74,0,Invalid,Tây Hồ,Hà Nội,Vietnam
323,Win Aparment Studio Tiêu chuẩn (Min 2 night) #1,Studio Apartment,None,3,1,1,11,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
324,✦Luxury Villa 6BR✦Thao Dien Dist 2✦Bathtub✦Big yard✦Sai Gon River View [Sweethost],Villa,None,16,6,8,275,1,305,Quận 2,Hồ Chí Minh,Vietnam
325,1 Bedroom with 15-minute walk to Xuan Huong Lake,Entire House,None,4,1,1,10,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
326,Ann Retreat Resort Hội An- Phòng Grand Deluxe Cổ Điển View Sông Thu Bồn,None,None,3,1,1,49,1,61,Hội An,Quảng Nam,Vietnam
327,[BrotherhooD] Luxury Apartment 2BR / Big Balcony / 15 minutes to Hoan Kiem Lake,Other,None,6,2,1,39,0,Invalid,Thanh Xuân,Hà Nội,Vietnam
328,LINH HOMIE - Room with Window View,Other,None,2,1,1,12,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
329,"Fika No.1 ♥️ Free Breakfast, Netflix ♡  District 1",Studio Apartment,None,4,1,1,26,1,30,Quận 1,Hồ Chí Minh,Vietnam
330,An Bang Memory 4 bedroom-Cottage at An Bang Beach,Villa,None,12,4,4,96,1,113,Hội An,Quảng Nam,Vietnam
331,Thị Trấn Nhỏ Homestay - Phòng nhà xây trắng,Entire House,None,2,1,1,12,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
332,Palm Luxury BeachSide Saltwater Pool Villa,Villa,None,20,5,5,217,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
333,A5 Melody Vung Tau Homestay (Smarthome),Condominium,Vũng Tàu Melody,4,2,1,17,1,22,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
334,Mimi House - Studio with Private Patio,Studio Apartment,None,2,1,1,30,0,Invalid,Hội An,Quảng Nam,Vietnam
335,Anna House - Newly modern room in the center (01),Entire House,None,2,1,1,13,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
336,Dear Homie Central Hotel,Other,None,2,1,1,17,0,Invalid,Quận 1,Hồ Chí Minh,Vietnam
337,Merry Yard Homestay Dalat - 008,Other,None,2,1,1,11,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
338,"Lovely&Modern 2Brs Apt w/ Park View,Free Pool&Gym",Service Apartment,None,6,2,2,49,1,61,Phú Nhuận,Hồ Chí Minh,Vietnam
339,"Căn hộ gần sông Hàn, có ban công, view phố, smarthome 22",Studio Apartment,None,2,1,1,17,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
340,Big Home Dalat - Phòng đôi B1,Entire House,None,4,1,1,15,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
341,THE MOON APARTMENT   ,Condominium,None,4,1,1,26,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
342,Flame flowers homestay_Double View Garden ,Other,None,2,1,1,12,1,18,Hội An,Quảng Nam,Vietnam
343,Long 22 Vinhomes Metropolis Apartment #2BR LUXURY,None,None,5,2,2,63,0,Invalid,Ba Đình,Hà Nội,Vietnam
344,Nice seaview apartment Blue Saphire Resort,Condominium,None,6,2,2,65,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
345,Bespoke Villa Hoian - Deluxe Twin Room Garden view,Villa,None,2,1,1,19,0,Invalid,Hội An,Quảng Nam,Vietnam
346,"Stay&Fun No.4 - 60m2 studio with great view, 5 minutes walking to every famous city sights",Studio Apartment,None,5,1,1,26,1,43,Quận 1,Hồ Chí Minh,Vietnam
347,Spacious contemporary studio @ My khe beach,Service Apartment,None,3,1,1,15,1,17,Sơn Trà,Đà Nẵng,Vietnam
348,A Cosy Apartment in @Vinhomes Greenbay @1 bedroom Ha Noi,Studio Apartment,None,2,1,1,21,1,24,Nam Từ Liêm,Hà Nội,Vietnam
349,Orion Homestay - City View 2,Entire House,None,3,1,1,10,1,15,Đà Lạt,Lâm Đồng,Vietnam
350,WINDBELL VILLA / Garden view room 2,Villa,None,3,1,1,26,1,52,Hội An,Quảng Nam,Vietnam
351,"Nomad Home & Coffee - Phòng đôi Cam, WC riêng, ăn sáng",Entire House,None,2,1,1,9,1,15,Đà Lạt,Lâm Đồng,Vietnam
352,Felix's home,Other,None,3,1,4,20,0,Invalid,Sơn Trà,Đà Nẵng,Vietnam
353,SunSea Hotel&Villa,Villa,None,25,5,7,174,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
354,Maison De Lave | HOMESTAY | Jungle room-Han Brigde,Entire House,None,3,1,1,20,0,Invalid,Hải Châu,Đà Nẵng,Vietnam
355,CHIQUILLA BOUTIQUE HOUSE - BLANCO BUDGET CHARMING,Other,None,2,1,1,13,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
356,Pinky House 23 căn hộ đầy đủ tiện nghi gần Hồ Hoàng Cầu,Other,None,2,1,1,12,1,15,Đống Đa,Hà Nội,Vietnam
357,Ann Retreat Resort Hội An- Phòng Deluxe Sang Trọng View Phố Cổ,None,None,3,1,1,42,1,52,Hội An,Quảng Nam,Vietnam
358,✦ Luxury Villa 3BR ✦Thao Dien Dist 2✦Bathtub✦Big yard✦Sai Gon River View _[Sweethost],Villa,None,7,3,2,174,0,Invalid,Quận 2,Hồ Chí Minh,Vietnam
359,Dốc.apartment coffee,Service Apartment,None,6,1,1,7,1,9,Đà Lạt,Lâm Đồng,Vietnam
360,Spotless Studio located perfectly in center HCMC,Studio Apartment,None,2,1,1,18,1,20,Quận 1,Hồ Chí Minh,Vietnam
361,Deluxe Double Room/Queen Bed/Private Bathroom/Close to old town,Villa,None,3,1,1,13,1,15,Hội An,Quảng Nam,Vietnam
362,SensesHouse5b,Studio Apartment,None,3,1,1,27,0,Invalid,Hoàn Kiếm,Hà Nội,Vietnam
363,"Betania Home Danang Beach, 2-bedroom, 2 balconies (501)",Service Apartment,None,4,2,2,22,0,Invalid,Ngũ Hành Sơn,Đà Nẵng,Vietnam
364,Cozy and Quiet Studio near Tien Son Bridge ,Studio Apartment,Halla Jade Residences,2,1,1,23,1,41,Hải Châu,Đà Nẵng,Vietnam
365,Lamer Homestay - phòng gia đình sân vườn,Other,None,6,1,1,35,0,Invalid,Vũng Tàu,Bà Rịa Vũng Tàu,Vietnam
366,Mayli Homestay Đà Lạt - Phòng đôi 2 người City View - Khu biệt thự độc lập - 5p đến trung tâm,Other,None,3,1,1,17,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
367,Soleil Apartment- Deluxe Double View,Service Apartment,None,2,1,0,33,1,37,Đống Đa,Hà Nội,Vietnam
368,Apartment for rent with 1bedroom in Phan Xich Long Street,Studio Apartment,None,2,1,1,21,0,Invalid,Phú Nhuận,Hồ Chí Minh,Vietnam
369,Betel Garden Villa,Villa,None,3,1,10,26,1,30,Hội An,Quảng Nam,Vietnam
370,Bespoke Villa Hoi An - A Home sweet home in Acient Town,Villa,None,2,1,1,20,0,Invalid,Hội An,Quảng Nam,Vietnam
371,Lam's Apartment (Superior 101),Service Apartment,None,2,1,1,17,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
372,Seasand Apartment Đà Nẵng,Service Apartment,None,3,1,1,15,1,22,Ngũ Hành Sơn,Đà Nẵng,Vietnam
373,Westlake-Central-Apartments,Service Apartment,None,2,1,1,20,1,23,Tây Hồ,Hà Nội,Vietnam
374,Super Romantic Couple Nest - Luxurious Brandnew 76m2 ,Condominium,Sunrise Cityview,2,1,1,68,1,113,Quận 7,Hồ Chí Minh,Vietnam
375,Hana House - Cabbage Room,Other,None,2,1,1,18,0,Invalid,Đà Lạt,Lâm Đồng,Vietnam
376,"À côté de rive homestay-Cozy home,quite space,rooftop for BBQ,near Ancient area",Other,None,2,1,1,13,1,15,Đống Đa,Hà Nội,Vietnam
377,1 King bed_Bathtub@Partial Sea View,Service Apartment,None,3,1,1,23,1,26,Ngũ Hành Sơn,Đà Nẵng,Vietnam
378,"[-20%] 1BR Amazing view, Clean room❤️Free Breakfast&Biclycle❤️Green Hill Villa Hoi An",Villa,None,2,1,1,17,0,Invalid,Hội An,Quảng Nam,Vietnam
379,"5BR, Fabulous villa for 10 people, Hoi An, Vietnam",Villa,None,10,5,5,109,0,Invalid,Hội An,Quảng Nam,Vietnam
380,Scandinavian room @ No.10 Homestay,Other,None,3,1,1,17,1,22,Đống Đa,Hà Nội,Vietnam
